IDCliente,Importecompra,Fechacompra,Categoria,Numerodeclicks,Fechadenacimiento,Codigopostalenvio,Tiemporealizacioncompra,Clienteexistente
8882,"927,735843804119",04/05/21,CPU,17,12/06/79,28590,85,NO
4537,"110,452714203081",05/05/21,MEMORIA,19,03/01/82,43206,95,NO
9301,"918,562370435788",09/05/16,CPU,13,15/02/94,25513,65,NO
9066,"74,4153823276653",04/10/16,CPU,13,26/02/96,49692,65,NO
6776,"378,02206933235",12/08/20,ALMACENAMIENTO,20,25/03/83,2537,100,NO
3536,"152,674988857812",17/01/22,CPU,5,20/04/92,27372,25,SI
3347,"691,430873063912",07/01/22,CPU,14,22/03/84,14600,70,SI
6542,"671,502466265779",23/02/19,MEMORIA,16,29/05/05,18819,80,SI
7070,"484,304527491931",27/06/20,MONITOR,5,25/12/90,9249,25,SI
5873,"180,191789600771",01/06/16,MEMORIA,20,13/04/05,15123,100,SI
7822,"873,994626502383",14/02/21,ALMACENAMIENTO,2,21/04/77,43495,10,SI
1946,"662,900047450209",05/07/22,MEMORIA,1,10/04/86,9615,5,SI
7830,"817,84268693022",14/09/20,RATONES Y TECLADOS,13,08/09/02,26311,65,SI
3577,"295,022239916331",13/09/18,ALMACENAMIENTO,5,28/04/73,29327,25,SI
3695,"627,773394820844",25/02/16,CPU,8,05/12/96,36214,40,SI
6468,"726,178425932553",13/05/21,RATONES Y TECLADOS,1,05/06/77,2213,5,SI
8677,"461,111863052876",05/02/15,MEMORIA,4,02/02/04,9108,20,SI
9354,"153,768720356057",23/04/18,MEMORIA,13,02/06/05,37787,65,SI
5131,"854,317718970862",27/03/15,CPU,15,14/07/94,28029,75,SI
9316,"87,1334316870815",27/07/21,MEMORIA,7,15/02/76,11693,35,SI
5910,"377,948030839914",30/03/19,MONITOR,12,14/04/90,24222,60,SI
4773,"61,6758191270367",11/07/22,MONITOR,7,28/07/00,23780,35,SI
5704,"812,662929256426",18/06/17,CPU,18,22/03/02,19327,90,SI
4926,"381,470228320578",03/11/20,CPU,13,01/12/95,34491,65,SI
2120,"101,054954109808",18/08/18,CPU,16,02/09/99,28609,80,SI
2233,"750,305723998203",27/07/18,RATONES Y TECLADOS,19,16/09/91,33507,95,SI
4091,"575,606903581705",05/10/18,MONITOR,7,23/07/96,34469,35,SI
7367,"685,329331941396",12/01/21,MEMORIA,16,15/04/71,28737,80,NO
6920,"738,691370449115",23/11/18,MONITOR,17,04/11/87,22311,85,NO
8971,"672,261845690213",22/12/15,RATONES Y TECLADOS,12,21/11/84,31176,60,NO
8483,"530,427126427869",06/06/19,RATONES Y TECLADOS,1,15/08/05,46295,5,NO
7352,"191,172754861524",01/10/21,ALMACENAMIENTO,17,01/07/70,4858,85,NO
3518,"223,297932023334",30/07/22,RATONES Y TECLADOS,5,10/02/77,47317,25,NO
4626,"377,281653185109",26/10/15,ALMACENAMIENTO,9,14/05/97,32764,45,NO
3043,"107,005574515405",25/10/21,ALMACENAMIENTO,9,07/01/73,40185,45,SI
8490,"889,151508445678",15/01/22,MEMORIA,4,02/04/70,12469,20,SI
5153,"15,2623903637056",16/04/21,MONITOR,16,29/06/77,50678,80,SI
8530,"68,0926943058994",13/10/22,CPU,18,28/12/79,8513,90,SI
2090,"900,683636243262",06/09/18,ALMACENAMIENTO,6,25/08/92,9320,30,SI
7508,"444,840099382729",24/08/16,MEMORIA,5,17/05/78,46838,25,SI
9369,"288,341017818142",04/10/22,MEMORIA,18,02/06/78,25139,90,SI
8356,"879,571810940034",24/05/18,RATONES Y TECLADOS,4,27/10/98,37130,20,SI
3294,"388,576385416389",23/01/16,ALMACENAMIENTO,12,30/11/75,9443,60,SI
3462,"771,172392957508",27/01/21,ALMACENAMIENTO,9,17/04/72,15684,45,NO
1654,"513,59789877264",24/02/15,MEMORIA,7,21/09/89,36588,35,NO
3738,"115,406362448932",19/02/21,RATONES Y TECLADOS,8,08/04/76,10440,40,NO
5915,"334,609136477375",22/06/22,MEMORIA,7,30/01/81,10310,35,NO
1735,"169,21700529324",18/04/15,ALMACENAMIENTO,13,29/01/71,30892,65,NO
6920,"313,772329935665",22/08/22,MONITOR,14,04/11/87,46117,70,NO
9206,"340,104942387608",08/02/18,MEMORIA,13,02/07/89,32636,65,NO
3086,"143,754848570569",10/03/15,MONITOR,11,29/03/97,37639,55,NO
2770,"295,643729307441",22/05/20,RATONES Y TECLADOS,5,28/02/00,31227,25,NO
4117,"182,468799442344",25/12/20,MONITOR,9,08/04/80,19005,45,NO
5872,"123,326742274149",21/01/15,ALMACENAMIENTO,4,23/06/72,51004,20,NO
4124,"977,293781831154",16/05/16,MONITOR,2,15/11/78,31397,10,NO
4281,"211,346605954911",14/08/21,MEMORIA,10,17/10/74,35509,50,NO
7444,"870,254921912925",23/04/21,CPU,8,24/12/95,52004,40,NO
3916,"598,09392001754",13/05/20,ALMACENAMIENTO,12,18/03/76,50617,60,NO
4000,"176,260170510557",20/10/21,RATONES Y TECLADOS,19,29/07/70,20490,95,NO
6396,"543,16804173224",11/09/21,MEMORIA,2,09/08/97,38632,10,NO
6629,"300,743671639045",28/08/18,RATONES Y TECLADOS,17,23/03/75,33116,85,NO
9431,"734,646173955096",29/07/17,CPU,18,04/10/98,49619,90,NO
9488,"657,592764891122",19/01/19,MONITOR,13,11/04/72,37850,65,NO
6301,"492,827165400423",08/12/15,MONITOR,17,04/04/94,49697,85,NO
9457,"229,545263594658",15/02/22,RATONES Y TECLADOS,7,26/03/85,3812,35,NO
6621,"392,835616009684",03/01/16,RATONES Y TECLADOS,3,25/06/02,34473,15,NO
1263,"372,692564919103",14/05/21,CPU,16,10/02/96,12595,80,NO
4135,"558,638792516569",09/02/22,ALMACENAMIENTO,8,17/07/04,26134,40,NO
5122,"484,955341126315",01/03/18,RATONES Y TECLADOS,1,28/09/74,20100,5,NO
5576,"744,500482793964",25/01/16,ALMACENAMIENTO,11,06/12/78,9143,55,NO
2324,"210,912460502062",25/04/18,ALMACENAMIENTO,4,15/06/78,3007,20,NO
1229,"85,0775775010471",13/08/20,CPU,6,04/06/90,37337,30,NO
2725,"641,320385440872",09/10/17,MEMORIA,14,04/08/96,46197,70,NO
4752,"612,796994833654",15/11/16,RATONES Y TECLADOS,17,20/07/95,18480,85,NO
2775,"634,151643705417",16/01/16,MEMORIA,15,30/01/71,25737,75,NO
7318,,03/08/18,RATONES Y TECLADOS,8,28/11/72,28709,40,NO
2548,"345,573672806267",26/11/16,MONITOR,3,25/05/04,24545,15,NO
7153,"613,041222870947",17/03/15,RATONES Y TECLADOS,6,16/07/98,22550,30,NO
9423,"333,852712688248",05/12/22,CPU,19,12/06/00,45650,95,NO
9102,"885,387756235025",29/03/17,ALMACENAMIENTO,2,28/04/00,4280,10,NO
1707,"850,016328418801",29/07/21,MEMORIA,17,02/08/75,36388,85,NO
3739,"574,99019904771",02/03/18,ALMACENAMIENTO,20,01/12/79,38430,100,NO
8567,"582,434292833697",28/08/22,ALMACENAMIENTO,20,21/09/80,14297,100,NO
8510,"997,652580886212",27/07/18,RATONES Y TECLADOS,12,16/02/80,42222,60,NO
1528,"123,464770953099",09/04/19,ALMACENAMIENTO,1,28/01/88,39294,5,NO
4231,"271,404458064679",10/12/21,ALMACENAMIENTO,7,16/03/85,33728,35,NO
3680,"296,779083709831",06/06/18,MEMORIA,13,15/04/98,5292,65,NO
4344,"216,756962750882",20/06/20,RATONES Y TECLADOS,17,22/07/80,39220,85,NO
3973,"257,621422736982",25/09/19,MONITOR,13,29/10/73,14113,65,NO
2623,"509,405966185069",28/12/20,MEMORIA,20,02/06/86,16195,100,NO
6306,"317,026474705464",10/10/22,MEMORIA,10,02/11/05,15259,50,NO
8241,"663,579732456552",07/10/16,ALMACENAMIENTO,10,13/06/92,7315,50,NO
6779,"692,167832009887",12/01/19,CPU,18,16/03/93,26006,90,NO
1287,"784,907620526302",21/03/18,CPU,5,30/11/85,7110,25,NO
1528,"390,941044239297",26/06/19,CPU,16,28/01/88,46250,80,NO
9709,"864,853456118695",03/10/16,MONITOR,3,17/12/85,10360,15,NO
1951,"681,024370767953",30/01/21,CPU,10,01/07/88,13196,50,NO
7847,"698,141357152271",09/05/18,MEMORIA,6,21/07/98,25611,30,NO
7690,"806,860511615002",18/06/20,RATONES Y TECLADOS,20,26/10/81,45003,100,NO
4302,"902,1598145083",10/07/18,ALMACENAMIENTO,16,11/10/91,25165,80,NO
7484,"909,220858477916",17/02/19,MEMORIA,13,25/07/87,11560,65,NO
1416,"89,9120468303072",07/11/21,MONITOR,13,03/03/79,42138,65,NO
9654,"88,3738038576048",18/10/17,RATONES Y TECLADOS,19,19/01/82,45230,95,NO
8071,"891,288200299027",29/09/21,ALMACENAMIENTO,8,11/07/88,12001,40,NO
4051,"166,134581460191",03/10/18,CPU,17,06/02/99,35120,85,NO
2844,"642,795436727992",17/09/20,CPU,8,17/06/94,23370,40,NO
1836,"779,170522066559",19/03/19,ALMACENAMIENTO,20,23/07/75,36567,100,NO
9460,"213,652782032941",01/10/22,MEMORIA,5,13/08/01,25318,25,NO
8350,,12/01/19,CPU,,12/10/91,24170,,NO
2946,"15,2054183808357",19/05/19,MEMORIA,10,28/10/91,40294,50,NO
9512,"827,592175718121",04/07/21,CPU,4,27/04/86,44591,20,NO
7041,"586,318898096018",23/11/20,ALMACENAMIENTO,8,21/09/84,39420,40,NO
6267,"422,861313520217",10/06/22,MEMORIA,7,06/01/94,9199,35,NO
8714,"69,7571985770857",14/12/19,MEMORIA,13,08/02/92,27188,65,NO
6360,"267,15194467537",29/03/20,ALMACENAMIENTO,15,09/05/85,37315,75,NO
8581,"826,499218997881",15/03/21,MEMORIA,13,19/07/04,29569,65,NO
2599,"585,137970817776",13/10/17,MONITOR,3,15/09/05,3630,15,NO
8450,"735,28975793796",24/02/18,MONITOR,17,26/12/73,32524,85,NO
1386,"45,0233605005129",18/05/21,RATONES Y TECLADOS,18,02/05/79,8253,90,NO
3274,"926,781228507982",21/08/19,RATONES Y TECLADOS,19,27/10/93,37148,95,NO
2719,"176,262810159537",01/08/16,RATONES Y TECLADOS,19,22/04/99,20808,95,NO
2188,"704,056261736085",27/05/20,RATONES Y TECLADOS,17,06/11/82,44368,85,NO
9449,"112,286957856279",15/08/18,MEMORIA,19,17/12/81,5429,95,NO
2030,"745,846990468875",12/03/20,ALMACENAMIENTO,4,22/07/93,33110,20,NO
1757,"633,39167108899",22/12/15,CPU,16,29/11/80,26257,80,NO
5417,"972,766884392667",10/01/19,ALMACENAMIENTO,18,09/04/79,42135,90,NO
9219,"984,22415906802",08/10/20,MONITOR,15,02/12/99,21830,75,NO
3230,"467,149348072383",28/09/22,RATONES Y TECLADOS,19,01/08/83,47172,95,NO
4494,"193,762007861851",21/02/18,MEMORIA,17,22/06/76,6460,85,NO
8093,"345,661201631108",17/09/17,ALMACENAMIENTO,1,08/10/92,29700,5,NO
5303,"676,549008719073",15/02/20,ALMACENAMIENTO,15,28/06/90,46727,75,NO
1360,"349,530659765806",07/07/22,MEMORIA,19,09/01/70,22339,95,NO
2000,"501,327683133566",28/08/17,MEMORIA,18,23/06/85,17531,90,NO
5357,"266,117010213205",04/03/22,MEMORIA,8,23/08/94,40394,40,NO
8967,"701,950970911519",08/12/22,CPU,3,08/10/05,32920,15,NO
4460,"542,070257870315",25/03/21,MEMORIA,7,18/05/77,43895,35,NO
7627,"480,763279619684",07/12/20,RATONES Y TECLADOS,8,07/04/04,32655,40,NO
4840,"589,011467310683",30/04/18,MONITOR,18,10/05/05,27400,90,NO
7504,"849,494501562181",13/07/21,RATONES Y TECLADOS,20,25/04/98,18516,100,NO
8720,"340,24528585633",16/07/15,MEMORIA,17,26/08/74,15828,85,NO
9533,"122,28328265799",02/03/21,CPU,3,30/04/01,43761,15,NO
9983,"864,910419564851",12/06/19,RATONES Y TECLADOS,16,13/01/78,9491,80,NO
3241,"542,802088779341",24/10/21,MONITOR,9,12/04/82,45574,45,NO
4993,"86,8470894777675",27/02/16,RATONES Y TECLADOS,1,18/03/94,22231,5,NO
9331,"314,463537950394",04/05/17,RATONES Y TECLADOS,11,09/06/96,40192,55,NO
9149,"536,748189089947",02/08/15,ALMACENAMIENTO,19,21/09/80,6489,95,NO
3684,"630,2342206413",14/08/16,MONITOR,10,23/03/75,32850,50,NO
1093,"422,312591704421",05/05/21,MONITOR,11,27/01/72,40290,55,NO
5297,"796,937781108338",09/07/19,MONITOR,16,20/06/97,46380,80,NO
9060,"587,069841985294",17/06/20,MONITOR,12,24/09/79,15510,60,NO
9582,"461,80901555265",21/02/22,CPU,5,09/06/73,40131,25,NO
7923,"207,810804193168",16/02/18,RATONES Y TECLADOS,14,02/02/82,4001,70,NO
2213,"165,754689794914",06/01/21,MONITOR,8,13/11/70,37219,40,NO
9201,"448,529937352484",08/05/20,ALMACENAMIENTO,4,20/07/82,49731,20,NO
3808,"802,216887897051",02/04/22,MONITOR,11,23/03/81,10197,55,NO
8856,"641,673925462106",30/01/15,CPU,2,05/01/83,5211,10,NO
6883,"501,146577559503",11/03/22,RATONES Y TECLADOS,7,06/12/97,32431,35,NO
1524,"859,906613936538",19/09/21,CPU,14,09/12/77,21647,70,NO
7865,"105,416229439454",25/08/17,CPU,18,01/04/01,12138,90,NO
3806,"771,11996076037",04/02/16,MEMORIA,9,10/10/73,30442,45,NO
1970,"33,3419633181575",17/10/15,RATONES Y TECLADOS,1,06/09/80,37111,5,NO
9572,"835,643239796877",14/09/21,ALMACENAMIENTO,10,11/06/04,29392,50,NO
9822,"93,530373144771",11/03/20,MONITOR,20,26/02/89,6960,100,NO
5447,"123,907047302183",08/08/21,MONITOR,17,04/06/01,18160,85,NO
9040,,08/05/20,ALMACENAMIENTO,4,02/11/90,22221,20,NO
7714,"173,988458341425",10/07/18,MEMORIA,1,29/01/76,36979,5,NO
4887,"566,994165189451",08/02/19,CPU,9,07/01/79,37621,45,NO
7012,"721,496780195023",22/03/15,ALMACENAMIENTO,13,23/07/75,6210,65,NO
9988,"525,805257815301",11/10/19,MEMORIA,18,30/10/95,4860,90,NO
1615,"366,055807609942",28/02/21,MEMORIA,8,22/02/77,42176,40,NO
5427,"928,917274079196",25/05/19,ALMACENAMIENTO,13,06/10/01,47470,65,NO
5788,"453,554872346331",17/02/17,RATONES Y TECLADOS,19,12/07/96,8619,95,NO
4757,"33,3582436467466",17/08/18,RATONES Y TECLADOS,1,10/05/70,39738,5,NO
3923,"370,599858459002",26/01/19,ALMACENAMIENTO,15,15/08/74,36991,75,NO
4065,"29,1832457105417",01/04/15,ALMACENAMIENTO,16,22/05/87,47816,80,NO
5813,"876,79929636153",11/02/19,RATONES Y TECLADOS,3,27/06/00,16315,15,NO
6356,"175,414761529168",04/01/15,MEMORIA,6,16/08/76,27145,30,NO
5549,"621,025437684906",23/09/18,CPU,16,26/06/84,32103,80,NO
8765,"452,822123541765",28/07/21,CPU,8,04/06/88,33538,40,NO
6191,"29,0220533529945",14/04/22,CPU,20,09/12/95,2247,100,NO
3925,"235,545515976638",22/01/16,MONITOR,3,05/09/93,26311,15,NO
3850,"361,446421719508",05/02/19,MONITOR,,17/05/96,5429,,NO
4967,"843,193866098639",15/07/21,RATONES Y TECLADOS,1,28/08/94,24437,5,NO
6213,"482,235345045846",05/10/22,CPU,5,15/02/00,24143,25,NO
6657,"757,272568583163",01/08/17,CPU,11,02/04/81,37455,55,NO
5626,"809,11065524358",17/03/16,ALMACENAMIENTO,19,24/12/00,23214,95,NO
4734,"329,269043667329",03/10/19,MONITOR,1,24/01/01,27439,5,NO
3178,"829,810068592261",05/09/19,RATONES Y TECLADOS,4,04/10/98,34347,20,NO
5506,"494,572391789438",11/01/20,MONITOR,1,29/06/83,25713,5,NO
6891,"268,648148238616",01/01/18,MONITOR,16,14/08/95,23479,80,NO
2786,"45,6499087380524",23/05/18,RATONES Y TECLADOS,9,28/04/04,37110,45,NO
4763,"42,1876074659237",17/10/18,MONITOR,10,27/11/90,37191,50,NO
9763,"360,77575321319",20/01/15,ALMACENAMIENTO,1,02/12/90,32410,5,NO
4762,"890,207798857464",28/02/21,MEMORIA,18,04/11/99,50345,90,SI
8202,"824,098715000345",28/08/15,CPU,11,18/07/81,43481,55,NO
6197,"951,951347102525",18/08/17,MONITOR,20,05/02/71,47454,100,NO
6473,"121,985933513878",05/02/20,RATONES Y TECLADOS,20,06/10/87,28003,100,NO
8290,"546,558785832045",26/12/18,RATONES Y TECLADOS,1,22/10/87,3780,5,NO
4137,"399,700822898055",04/11/20,CPU,15,11/11/96,44120,75,NO
4085,"758,044981829277",15/02/22,ALMACENAMIENTO,15,02/05/89,5632,75,NO
4709,"567,243635248443",25/03/16,MEMORIA,19,26/09/04,17482,95,NO
8710,"621,807082755197",03/07/18,RATONES Y TECLADOS,5,10/09/90,39707,25,NO
9968,"270,209775101736",15/06/18,MONITOR,7,05/12/71,6004,35,NO
9360,"766,441163355183",28/08/18,CPU,10,18/05/71,4248,50,NO
7719,"540,814824133858",03/12/21,MONITOR,15,03/09/77,25191,75,NO
7114,"892,823535415558",05/06/17,RATONES Y TECLADOS,10,12/05/82,26134,50,NO
1924,"648,843400115259",19/05/17,MONITOR,9,20/11/88,39507,45,NO
6935,"169,509834939698",02/03/21,MONITOR,1,16/04/70,16260,5,NO
7193,"317,540990170635",23/07/22,RATONES Y TECLADOS,15,25/12/88,50367,75,NO
9241,"64,1254399278359",30/05/22,MONITOR,2,26/12/76,41009,10,NO
9189,"607,533495554617",25/04/16,RATONES Y TECLADOS,17,26/12/92,41650,85,NO
1706,"219,680213149838",08/12/21,ALMACENAMIENTO,4,25/04/98,10800,20,NO
7823,"498,50123074672",15/10/21,CPU,13,10/07/95,42171,65,NO
1520,"799,556400749823",12/05/17,MEMORIA,3,20/05/85,44579,15,NO
6539,"931,583113244337",23/02/16,MONITOR,17,01/03/88,45190,85,NO
6264,"260,088137051287",27/03/18,ALMACENAMIENTO,2,07/08/99,9620,10,NO
5545,"461,381866246483",15/12/19,MONITOR,16,19/01/01,27374,80,NO
9257,"508,888510908006",30/04/15,RATONES Y TECLADOS,7,03/03/01,40001,35,NO
3410,"667,198665169411",17/06/20,ALMACENAMIENTO,19,30/01/05,28038,95,NO
2455,"832,670812530034",19/02/16,CPU,14,25/03/94,33934,70,NO
5806,"414,332730444872",28/03/15,ALMACENAMIENTO,4,14/07/97,9219,20,NO
4601,"682,225897709213",21/07/17,RATONES Y TECLADOS,6,02/12/73,16123,30,NO
8549,"550,528329637901",10/07/19,MEMORIA,10,27/06/04,49860,50,NO
5971,"967,796573164522",23/10/22,ALMACENAMIENTO,17,03/05/71,19119,85,NO
8847,"369,07200494703",24/05/15,ALMACENAMIENTO,7,16/09/83,17851,35,NO
4022,"814,86025630677",11/12/21,RATONES Y TECLADOS,8,09/11/74,35628,40,NO
5921,"676,56220383203",15/06/15,RATONES Y TECLADOS,13,16/08/04,31693,65,NO
4854,"742,36409953338",01/08/17,RATONES Y TECLADOS,13,22/04/82,39776,65,NO
8288,"58,6845197921764",24/12/18,MONITOR,14,18/01/84,41658,70,NO
5277,"653,349661317468",18/07/18,CPU,15,18/10/77,8010,75,NO
6146,"40,9553434992435",23/01/17,RATONES Y TECLADOS,9,30/10/78,32822,45,NO
1462,"170,565768158649",24/03/19,MONITOR,5,01/04/77,42223,25,NO
1491,"815,787568634719",14/01/19,MONITOR,11,11/10/71,22315,55,NO
6474,"711,736226997864",14/04/21,MONITOR,7,07/12/88,27389,35,NO
6586,"911,226735382031",08/12/19,ALMACENAMIENTO,17,15/08/05,28807,85,NO
5332,"461,670157769981",07/08/20,CPU,4,24/11/01,22850,20,NO
1969,"971,170503229255",11/02/18,MONITOR,14,06/11/84,25212,70,NO
6646,"369,048970284241",26/08/16,CPU,17,17/03/96,9345,85,NO
6589,"584,945912420557",08/06/17,RATONES Y TECLADOS,9,21/02/99,15621,45,NO
3115,"847,141405069994",24/04/17,RATONES Y TECLADOS,18,04/06/94,11393,90,NO
4941,"977,452544138297",13/03/20,MONITOR,9,19/11/91,41390,45,NO
9227,"161,815405378752",17/05/16,RATONES Y TECLADOS,18,24/08/95,15566,90,NO
7173,"194,258236822586",19/12/22,RATONES Y TECLADOS,10,23/05/87,19325,50,NO
2263,"617,801534901767",23/11/22,ALMACENAMIENTO,15,29/08/05,49318,75,NO
8895,"588,863902348921",18/10/18,CPU,6,05/05/78,23620,30,NO
4606,"112,14584452513",23/03/16,MONITOR,16,03/08/78,50269,80,NO
5700,"340,471483481953",08/02/19,RATONES Y TECLADOS,3,26/08/84,31219,15,NO
3532,"261,765889973163",26/05/17,MONITOR,10,27/05/97,21559,50,NO
6681,"73,463440745529",09/10/19,MEMORIA,8,06/08/77,30154,40,NO
3313,"555,577719984073",11/04/16,RATONES Y TECLADOS,3,13/11/76,31172,15,NO
2339,"110,342098508363",28/04/18,CPU,3,13/02/02,14270,15,NO
8613,"547,646607391693",13/05/17,MEMORIA,11,12/08/95,22122,55,NO
3150,"220,368034753693",27/03/19,CPU,12,06/10/90,15683,60,NO
6255,"970,044830074895",28/09/16,ALMACENAMIENTO,6,12/09/03,5631,30,NO
1684,"328,208094824387",10/11/21,MEMORIA,4,23/04/75,15851,20,NO
7798,"347,363372671843",14/06/21,MONITOR,16,18/03/94,19339,80,NO
9288,"728,290486992779",25/07/18,ALMACENAMIENTO,6,02/08/70,9620,30,NO
9336,"726,661859494646",14/10/15,RATONES Y TECLADOS,18,01/03/99,50686,90,NO
2312,"828,702592702489",07/04/19,RATONES Y TECLADOS,5,24/07/01,8009,25,NO
9739,"593,503299358913",17/08/22,MONITOR,20,20/12/98,10490,100,NO
6383,"497,204104025867",08/05/16,MEMORIA,5,16/09/91,13193,25,NO
4486,"309,06214976317",21/09/16,RATONES Y TECLADOS,8,29/07/78,45512,40,NO
8143,"168,060672126387",23/08/19,MONITOR,18,05/02/01,17492,90,NO
3404,"720,579584543572",14/07/21,CPU,5,21/06/75,50760,25,NO
4762,"861,147489871826",18/02/22,MONITOR,1,04/11/99,47814,5,SI
9046,"264,186323146067",09/10/16,RATONES Y TECLADOS,1,28/02/00,48315,5,SI
6195,"876,430374332927",03/03/21,MEMORIA,14,10/10/90,33422,70,SI
